first_seen,symbol,side,outcome,exit_type,r_multiple,roi_pct,leverage,planned_entry,planned_entry_note,planned_dca,planned_stop,planned_take_profits,risk_note,avg_entry,dca_fills,stop_moves,tp_changes,partials,exit_price,entry_time,exit_time,duration_hours,thesis,management_story,indicators,market_context,still_open_at_end,confidence,notes,msgs,first_link
2026-07-29 16:26:06,BTCUSDT,long,win,take_profit,,232.12,150,64100,"64.1k CMP, taken after his 64160 limit order was front-run and cancelled; he said 63.7k was an equally good single entry with no DCA needed and that he took the higher fill only to play safe",63440,62550,,"GAMBLE ENTER AT YOUR OWN RISK; told anyone not already in to keep the DCA small (25-30%), and told DCA entrants to widen or manually manage their stop to survive wicks",63812.5,"time=2026-07-30 04:58:45; price=63440; note=DCA filled at the called level; blended entry became 63,812.5, implying roughly 56% initial / 44% DCA; msg=828",,time=2026-07-30 04:58:45; to=[64300]; msg=828; note=followers can exit at 64.3k; his own stated exit of '63.4k+' is almost certainly a typo for 64.4k+ | time=2026-07-30 12:29:31; to=[64600]; msg=829; note=pulled the exit in from 65k to 64.6k because the DCA filling at the lows made the profits too good to ignore,"time=2026-07-30 12:40:20; price=64578.7; portion_pct=50; msg=830; note=150x card: entry 63,812.5, mark 64,578.7, +180.10% — 'gamble was a GO!'",64800,2026-07-29 16:27:22,2026-07-30 14:56:43,22.5,"Re-opened the BTC long at market immediately after his unfilled 64160 limit was cancelled, explicitly as a gamble: he was confident BTC keeps pumping toward 65k and did not want to miss it waiting for a better fill.","He polled the channel a minute beforehand ('So should we gamble a long on BTC or no?') and then took the long at 64.1k CMP with the DCA at 63440 and stop at 62550, telling followers 63.7k was fine as a single entry and that he only took the higher fill to play safe. Overnight the 63440 DCA filled at the lows, blending his entry to 63,812.5, and he praised the members who had waited for the DCA level while telling them to widen or manually manage their stops. With the DCA in he pulled his exit from 65k in to 64.6k because 'profits look too good to ignore', booked 50% at 64,578.7 for +180.10% on a 150x card, and offered followers the alternative of simply exiting fully whenever he did. Two hours later he closed the remainder at 64,800 for +232.12% with 'Fully TPed, told ya 65k is coming'.",,Post-FOMC continuation; he had just exited the runner of the previous long and had been front-run on his limit order,False,high,"Fully documented from call to close. MSG 828's 'I'll exit at 63.4k+' is carried into tp_changes as stated but is almost certainly a typo for 64.4k+ — the position was already in profit above 64.3k and 63.4k sits below his own DCA. MSG 823 (the 'should we gamble' poll, one minute before the call) is treated as the position's first appearance.","#823, #824, #825, #826, #827, #828, #829, #830, #831, #833",https://discord.com/channels/1042855255089623100/1501271173588193290/1532016371905466499
2026-07-30 16:58:50,BTCUSDT,short,win,take_profit,,188.47,,65200,called as a 65.2k limit with 50% held back for a DCA; six minutes later he revised it to a 65k market entry,65400,66600,,50% of size held back for a DCA; followers told a 66k stop would improve their R while he used 66.5k himself,65000,,time=2026-07-30 17:04:20; to=66500; type=tightened; msg=835; note=tightened from the 66.6k in the call when he switched to a market entry,time=2026-07-30 17:11:59; to=[64250]; msg=837; note=resting TP left because he might be away for a couple of hours,,64200,2026-07-30 17:04:20,2026-07-31 08:17:01,15.2,"Flipped short minutes after fully taking profit on the long, fading the push into 65k for a scalp back toward 64.25k.","He called the short as a 65.2k limit with half the size kept back for a DCA and a 66.6k stop, then six minutes later revised it: entry taken at market at 65k, DCA at 65.4k, stop tightened to 66.5k. He told followers they could use 66k as a stop to improve their R but stated he was personally using 66.5k. Because he expected to be away for a couple of hours he left a resting TP at 64250 rather than trailing the stop. It filled overnight and he reported it as 'The given TP on BTC was hit @ 64.2k' for +188.47%; the 65.4k DCA was never touched, so his average stayed at the 65k CMP fill.",,BTC pressing into 65k after the pump he had called,False,high,He quotes the fill at 64.2k although the resting order was set at 64250 — exit_price uses his stated 64.2k. Leverage is left null because no card was posted with this close.,"#834, #835, #836, #837, #839",https://discord.com/channels/1042855255089623100/1501271173588193290/1532386995912048730
2026-07-30 17:13:27,ETHUSDT,short,not_taken,not_taken,,,,,no entry level given - he was away from his desk and missed the move,,1950,,,,,,,,,,,,Wanted to short ETH with 1950 as the stop but was outside and got there too late to place it.,"He flagged that he had wanted to short ETH with a 1950 stop but was outside and it had got too late to take, so the idea was published and never acted on. No entry price or target was given. Two days later he did start an ETH short, but from 1840 and with no stop at all, so it is recorded separately.",,he was away from his desk,False,medium,"Idea only - never entered, and the only number attached is the 1950 stop. Included for completeness as a not-taken call.",#838,https://discord.com/channels/1042855255089623100/1501271173588193290/1532390676157829292
2026-07-31 10:23:26,BTCUSDT,long,loss,stop_loss,,,,63969,"63,969 CMP, taken immediately after the short's TP filled; he flagged it as a slightly risky setup at the call",,62700,65000,slightly risky setup because of the monthly close; he told members to go half risk while the trade sat at breakeven,63969,,,,,62700,2026-07-31 10:23:26,2026-07-31 17:08:19,6.7,"Flipped straight back long at market right after the short's target filled, still expecting continuation to 65k, while acknowledging the monthly close made it a risky setup.","He longed at 63,969 CMP within minutes of the short closing, with a 65k target and a 62.7k stop, calling it a slightly risky setup at the moment he gave it. An hour later he reminded members that the monthly close that day could pump or dump fast, said the position was sitting at breakeven and told them to go half risk. It never worked: at 17:08 he announced he had been stopped out, noting it was his first BTC stop in a month and a risk he had taken on himself. He immediately said he would look to long again around 62.2k, and shortly after that he would wait for some stability first, expecting 63.5-64.1k over the weekend before a move down.",monthly close,Monthly close day — he warned it can pump or dump real fast,False,high,"exit_price 62700 is carried over from the stop level in his own call (MSG 840) — he announced the stop-out but never restated the fill, and no PnL card was posted. Only the outcome, not the exact fill, is certain.","#840, #841, #844",https://discord.com/channels/1042855255089623100/1501271173588193290/1532649878084259901
2026-07-31 14:04:14,BNBUSDT,long,breakeven,breakeven,,,,586.6,Limit order at 586.6 - he had said he would only long if he got the 582-586 zone,,570,600,,,,,,,587,,2026-08-02 18:58:34,,"BNB looked set for 600-603 by the weekend, and he would only take it on a pullback into 582-586.","He flagged BNB as looking very good for a long toward 600-603 by the weekend, but only if he could get 582-586. Three hours later he placed the limit: entry 586.6, TP 600, SL 570. By the next morning it had filled and both his open positions - this long and the UNI hedge short - were 'running in decent profits'. Then BNB turned: on 2 August he said 'luckily we survived BNB, almost at BE, can exit around BE', and that evening he took it off - 'Officially closing BNB slightly above BE @ 587'. Three days later he had to admit the exit was wrong: BNB never hit the stop and went on to hit the target, last trading at 599.41 with a 605.50 high - 'hard luck', though he still had 9 TPs in under 9 days.",,He expected the move to complete by the weekend; BNB instead sold off and recovered.,False,medium,"The 586.6 limit filled at a time he never stated - it was already running by the 1 August 09:35 check-in - so entry_time and duration are null. Closed at 587, forty cents above the limit entry, and he described it himself as slightly above breakeven; treated as breakeven rather than a win.","#842, #845, #850, #857, #859, #890",https://discord.com/channels/1042855255089623100/1501271173588193290/1532705445523755038
2026-07-31 16:37:44,ARKMUSDT,long,win,manual_close,0.5,67.07,50,,'long from CMP' - no entry price was published; his own fill turns out to be 0.096,,0.093,,not an official setup - he had had 40+ setups that month and was chilling,0.096,,,,,,2026-07-31 16:37:44,2026-07-31 18:38:00,2.0,"An off-the-books scalp long on ARKM from market with the daily low, 0.093, as the stop - explicitly not an official setup because he had already posted 40+ that month.","He mentioned ARKM looked nice and that anyone who wanted could long from CMP using the daily low, 0.093, as a stop - explicitly not an official setup. Two hours later he was out: it had moved 0.5R from 0.096 and he had taken profit because he only wanted a scalp, with the 50x card at +67.07%. In the same message he told anyone still in to move their stop to entry at 0.096 and set a target at 0.1.",daily low,,False,high,"He never quotes an exit price - only that it moved 0.5R from 0.096 - so exit_price is null rather than computed from the stop distance. The stop-to-entry move and the 0.1 target in his exit message are advice for followers still in the trade; he was already out, so neither is recorded as his own action.","#843, #847",https://discord.com/channels/1042855255089623100/1501271173588193290/1532744074216603749
2026-07-31 18:30:38,UNIUSDT,short,win,take_profit,,267.66,75,4.25,"4.25 CMP, opened as a hedge against his long",,4.44,,"'I risk 2% on ALTs, 3-5% on BTC'. Stop defined as a 4h close above 4.44.",4.24,,,,,4.088,2026-07-31 18:30:38,2026-08-01 09:35:00,15.1,"A UNI short taken to hedge the long side of his book, stopped only on a 4h close above 4.44.","He opened a UNI short at 4.25 CMP explicitly to hedge his long, with the stop set on a 4h close above 4.44 and a reminder of his sizing rules - 2% on alts, 3-5% on BTC. The next morning both sides of the book were in decent profit, and he took the short off: 'I have TPed UNI here', with the card at 4.088 (+267.66% on 75x, entry 4.24). For anyone still in he suggested a different plan from his own: take 50% there and TP fully at 3.99.",4h close,Run alongside his BNB long as the hedge in a long/short pair.,False,medium,"He said he had TPed 'here' but the share card he posted still shows the position open at a 4.088 mark, so the exit price is read from that mark. The 50%-now / 3.99-full plan was follower guidance; he closed in full.","#846, #850",https://discord.com/channels/1042855255089623100/1501271173588193290/1532772487429885982
2026-08-01 11:27:43,HYPEUSDT,long,win,take_profit,,109.69,,52.4,52.4 CMP or a limit at 52.05,50,48.6,,only 25% of funds kept for the optional DCA at 50,,,,"time=2026-08-03 01:12:44; to=[54]; msg=866 | time=2026-08-03 17:06:15; to=[54, 55]; msg=871 | time=2026-08-03 17:44:38; to=[55, 56]; msg=873","time=2026-08-03 17:06:15; price=53.5; portion_pct=100; note=card shows a close at 53.5 for +109.69% because HYPE was moving slower than expected - but 38 minutes later he says the 54 TP hit and he is out, so the two cannot both be full exits; msg=871",54,2026-08-01 11:50:34,2026-08-03 17:44:38,53.9,He thought it was do or die for HYPE and wanted the long right there.,"He said he was more interested in HYPE than anything else - a do or die moment - and twenty minutes later posted the long: 52.4 CMP or a limit at 52.05, an optional DCA at 50 for which he kept 25% of funds, stop 48.6. He held it through the next day, reported it green, and before going to sleep set the take profit at 54, saying he would move it to 55 if he woke up and saw strength. On the afternoon of 3 August he took profit at 53.5 because HYPE was moving slower than expected, telling members they could take a small one there and a bigger one at 54-55. Thirty-eight minutes later the 54 target hit and he confirmed he was out, adding that anyone still in could carry on to 55-56 but should take at least half.",,,False,medium,"Two closes are reported 38 minutes apart - a 100% close at 53.5 (+109.69%) in msg 871 and 'HYPE TP hit @ 54, I'm out' in msg 873 - and they cannot both be his full exit. The 54 exit is treated as final and the 53.5 close is recorded as a partial. He never states his own fill or an average, and the 50 DCA is never reported as filled.","#851, #852, #859, #865, #866, #867, #871, #873",https://discord.com/channels/1042855255089623100/1501271173588193290/1533028445934583909
2026-08-01 11:27:43,BTCUSDT,long,win,take_profit,,,500,63000,"published only as an option — 'a swing on BTC can be taken from CMP (63k)' — not as one of his own calls; his actual fill was disclosed a day later as 62.5k (card 62,512.3)",,61400,,he said he would not rush it because he was already risking on BNB and HYPE; offered followers a 61.4k wide stop or a 62k tight stop,62512.3,,,"time=2026-08-02 10:10:06; to=[64000]; msg=856; note='fully exit by 64k' after the 50% partial — he ended up holding past it | time=2026-08-04 14:44:56; to=[64500]; msg=878; note=publicly expecting 64.5k, could be 65k | time=2026-08-04 17:40:44; to=[64400, 64600]; msg=880; note=target zone refined to 64.4-64.6k",time=2026-08-02 10:10:06; price=63500; portion_pct=50; msg=856; note=+219.96% on the card; he told followers this was 2R with a 62k stop and almost 1R with a 61.4k stop,64500,,2026-08-05 15:38:28,,"A swing/scalp long into the 62-65k August range he had publicly called, bought on the dip below the 63k he first published rather than at his own stated level.","He first offered this as an option rather than a call — 'a swing on BTC can be taken from CMP (63k) with an SL of 61.4k' — and that evening described the same idea as a scalp with either a 61.4k wide or 62k tight stop, saying he would not rush it because he was already risking on BNB and HYPE. He never announced his own fill; the next morning he disclosed that his entry had been 62.5k, took 50% off at 63.5k and told followers they were up 2R with a 62k stop or almost 1R with the 61.4k stop, planning to be fully out by 64k. He held the rest instead: on 3 Aug he posted his own open 500x card from 62,512.3 and said he 'should have given BTC long too' because he had been waiting for 61.8k, and over the next day he kept publishing 64.5k and then 64.4-64.6k as the target. On 5 Aug that target was hit at 64.5k and he closed with 'BTC target hit as well @64.5, some of you longed with ETH'.",,BTC chopping in the 62-65k range he had called for August; he was already carrying risk on BNB and HYPE,False,low,"The most inferred record in this file. (1) The 63k CMP swing published on 1 Aug and his own 62.5k fill are treated as one position; MSG 855 that evening ('not gonna rush') implies he had not taken the 63k call yet, so the actual entry time is unknown and duration_hours is null. (2) The 3 Aug 500x card from 62,512.3 is read as this same position still open rather than a fresh long, on the strength of the identical price — if it was a new 3 Aug entry then this record merges two trades. (3) The exit is inferred from MSG 887's tp_hit at the 64.5k target he had been publishing; he never explicitly said 'closing my long'. (4) The 2R / almost-1R figures are for followers using the 62k and 61.4k stops — he never said which stop he used himself, so r_multiple is null. (5) MSG 878 and 880 (4 Aug) read as though he were flat and hunting a new long, which argues against him still holding this one.","#851, #855, #856, #870, #878, #880, #883, #887",https://discord.com/channels/1042855255089623100/1501271173588193290/1533028445934583909
2026-08-01 21:42:13,ETHUSDT,short,unknown,unknown,,,100,1840,started the short from 1840 with no stop loss at all - 'maybe 2k?',2000,,"1700, 1750","1% margin with max leverage (later stated as 1% at 100x); held deliberately without a SL, which he does not recommend to others - anyone using a SL should not add",1840,,,,,,2026-08-01 21:42:13,,,"Shorted ETH into the spike after Saylor's sell news dumped BTC, held on 1% margin with no stop and a plan to add higher.","He started the short from 1840 on 1% margin at max leverage, openly without a stop loss and floating 2k as the level he might use, inviting anyone who wanted to join. Forty minutes later he said he would add another 1% around 2k if it got there, but that anyone running a stop should not add. Through 2 August he kept flagging it as the ETH short without a SL and said he was not planning to close before 1700-1750 at least, restating entry 1840 at 1% and 100x. On 3 August he noted the Monday pump had not come but the short was in green - and after that the position simply disappears from the log.",news,"Saylor's sell news, BTC dumped",False,low,"No exit was ever posted. He opens separate ETH shorts at 1920 on 5 and 7 August, each with its own stop and both closed out, so this stop-less 1840 short either ran alongside them unmentioned, was folded into them, or was closed silently. Fate and result unknown; the 2k add was never reported as filled.","#853, #854, #859, #860, #867",https://discord.com/channels/1042855255089623100/1501271173588193290/1533183087180255364
2026-08-02 14:07:13,ZECUSDT,long,win,take_profit,,168.99,,473.5,"473.5 CMP, with a 25% DCA leg at 460 - half the size of the first entry",460,450,487,Half risk trade - weekend plus longs seem shaky,,,,time=2026-08-02 23:40:42; to=[510]; msg=863; note=the next level for anyone still in - he had already taken his full profit at 490,,490,2026-08-02 14:07:13,2026-08-02 23:36:35,9.5,"A half-risk ZEC long from 473.5 into the weekend with a 25% DCA leg below, sized down because longs were looking shaky.","He called it at 473.5 CMP with a 25% DCA at 460, a first target at 487 and a 450 stop, at half risk because it was the weekend and longs looked shaky. In the evening he confirmed he was still holding it alongside HYPE, and just before midnight took profit at 490 - better than his own target - for +168.99%. Minutes later, answering a member who asked whether he takes full TPs, he confirmed that he does, and said the next target on ZEC could be 510.",,"weekend, and longs looking shaky",False,high,"No entry fill or DCA fill was ever posted, so avg_entry is unknown; the 490 exit and the +168.99% are his own figures with no closing card quoted. The 510 'next TP' is for anyone still in - he was already out.","#858, #859, #862, #863",https://discord.com/channels/1042855255089623100/1501271173588193290/1533430971158761562
2026-08-02 20:03:22,ETHUSDT,long,win,take_profit,,329.17,,1862,1862 CMP,,1832,"1892, 1900",Half risk long,,,,,,,2026-08-02 20:03:22,2026-08-03 00:49:38,4.8,"Expected ETH to give 1900 on a Sunday-Monday pump before heading lower, so he took a half-risk long from 1862 for 1892-1900.","He called the half-risk long at 1862 CMP for 1892-1900, with the stop as a 4H close under 1842 or a hard 1832, saying ETH would probably give 1900 on the Sunday-Monday pump and then head lower. Under five hours later the target filled - 'here you go guys, ETH TP hit as well', +329.17% on the card, straight after the same result on ZEC. He never posted the fill price. The next morning he framed it as the longs being closed in profit while his separate ETH short went green.",4H close,expected a Sunday-Monday pump then lower prices,False,medium,"No exit price was posted, only the ROI figure, so exit_price is null against a 1892-1900 target zone. The hard stop 1832 is recorded; the primary stop condition was a 4H close under 1842.","#861, #864",https://discord.com/channels/1042855255089623100/1501271173588193290/1533520601480691875
2026-08-03 15:32:50,ZECUSDT,long,breakeven,breakeven,,,,482,"482 CMP, in the 480-482 zone he had flagged an hour earlier; 25% held back for a DCA",,460,"495, 510",25% held back for DCA,,,"time=2026-08-03 17:06:52; to=482; type=to_entry; msg=872; note=moved after the target was missed by $1, with the card at +91.49%",,,482,2026-08-03 16:35:02,2026-08-05 16:04:08,47.5,He had flagged ZEC as ready for higher and wanted the 480-482 zone; he got it at 482 and targeted 495-510.,"An hour after saying ZEC looked ready for higher and that he would try to long 480-482, he took it at 482 CMP with a 460 stop, 495-510 targets and 25% held back for a DCA. Half an hour later it missed his target by a dollar, and rather than close he moved the stop to entry at 482 with the card showing +91.49%. Two days later that decision cost him: it missed the target by about half a dollar, came back and hit the breakeven stop - and then went on to hit both targets without him. The chart he posted shows the 495 line against a 494.48 high, with the EMA-200 at 478.",EMA,,False,high,"Both 'missed TP by' messages (by $1 on 3 Aug, by ~$0.50 on 5 Aug) refer to the same 495 target. The exit price is his stop level, 482 - no fill was quoted. first_seen is the plan message an hour before the call, since it names the same 480-482 zone.","#868, #869, #872, #889",https://discord.com/channels/1042855255089623100/1501271173588193290/1533814905503748196
2026-08-03 17:49:14,SPCXUSDT,long,win,unknown,,,,,"the call was posted on his X account, not in the server - no plan levels appear in this log",,,,,107.82,,,,"time=2026-08-03 23:55:51; price=115; note=took profit for anyone who had followed the X call; portion not stated and he was still holding afterwards; msg=876 | time=2026-08-04 22:19:33; price=126.67; portion_pct=20; note=took another 20% after a 20% pump, still holding the rest; msg=882",,,,,"A long he had called publicly on X rather than in the server, held through a 20% pump and into earnings.","This position surfaces sideways: a recap card on 3 August reveals an open SPCX long from 107.82, +89.38% with price at 112.01, that had never been called in the server. Late that night he took profit at 115 for anyone who had followed the call from his X account, while continuing to hold himself. The next evening SPCX was up 15% from the X call and he said he was excited for earnings and just hoped they would not kick him out at breakeven; a few hours later he took another 20% off after a 20% pump, still holding the remainder. Nothing more is ever said about SPCX.",earnings,earnings coming up,True,low,"The entry (107.82) comes only from share cards; there is no call, stop or target in this file and the entry time is unknown, so duration cannot be given. Recorded as a win because he banked profit on at least two partials, but the final exit is never reported - he was still holding at his last mention on 4 August and the file then goes quiet on SPCX for the remaining 17 days. [AUDIT] Audit: reconstructed entirely from share cards — no call, stop, target or exit exists. His last word (MSG 882) is that he took another 20% and was still holding; SPCX never reappears. Marked still open.","#874, #876, #881, #882",https://discord.com/channels/1042855255089623100/1501271173588193290/1533849230681309194
2026-08-04 17:35:14,ETHUSDT,long,win,manual_close,,114.52,,1867,1867 CMP with 25% held back for the 1846 DCA,1846,1806,"1892, 1898",DCA 25%,,,,,,1882,2026-08-04 17:35:14,2026-08-05 15:33:19,22.0,Long ETH from 1867 for 1892-1898 with a 25% DCA at 1846 and a 1806 stop.,"He called the long at 1867 CMP with a 25% DCA at 1846, targets 1892-1898 and a 1806 stop, restating the target zone five minutes later. Overnight it stalled: BTC rejected from the daily EMA and resistance while ETH barely moved, and with the position back at breakeven he offered followers the exit while saying he would take the risk himself and DCA - quoting the level as 1946, almost certainly a typo for 1846. The next afternoon he closed the whole thing at 1882 for +114.52% rather than wait for 1892, telling anyone who wanted to keep holding to move their stop to entry (1867) and take profit at 1892.","EMA, resistance",BTC rejected from the daily EMA and resistance while ETH barely moved,False,medium,"The DCA level in MSG 883 is written as 1946 - above the entry - and is treated as a typo for the 1846 DCA from the call; no DCA fill was ever confirmed, so dca_fills is empty. The stop-to-entry and 1892 TP in the closing message are instructions for followers who kept holding, not his own actions.","#879, #880, #883, #886",https://discord.com/channels/1042855255089623100/1501271173588193290/1534208098007515209
2026-08-05 13:24:45,GOLD,short,loss,stop_loss,,,,4162,Shorted from 4162 with 30% of size held back for a DCA,,4269,,"'Wide SL so manage risk' - 107 points from entry, with 30% reserved for a DCA.",4182,time=2026-08-05 14:54:52; price=4209; note=added the reserved 30%; msg=885,time=2026-08-05 14:54:52; to=4280; type=widened; msg=885,,,,2026-08-05 13:24:45,2026-08-06 02:39:43,13.2,A gold short from 4162 with a deliberately wide stop and a third of the size kept back to average up.,"He shorted gold from 4162, holding 30% back for a DCA and warning that the 4269 stop was wide so members should manage risk. Ninety minutes later gold had gone against him and he added the reserved 30% at 4209, widening the stop to 4280; by mid-afternoon his average was 4182. It never worked: 'Sorry guys, GOLD stopped, came near BE after DCA but thought we would get some green' - it had come back close to breakeven after the average-up and he held for green instead of taking the escape. In the same message he set out where he wanted to be next: gold under 4k again, but only after 4350-4400.",,"He still expected gold under 4k, but only after a push to 4350-4400.",False,high,No target was ever published and no exit price was stated at the stop - the effective stop at the time was the widened 4280 (planned_stop holds the original 4269). r_multiple is null: he never gave an R for the loss.,"#884, #885, #888, #897",https://discord.com/channels/1042855255089623100/1501271173588193290/1534507447534751764
2026-08-05 15:43:37,HYPEUSDT,short,not_taken,never_filled,,,,58.5,he wanted 58.5-59 rather than the 57.3 on offer; the order he actually left was at 58 (msg 901),,,,,,,,,,,,,,He wanted to short HYPE but not at 57.3 - he thought 58.5-59 was gettable and waited for it.,"He said he wanted to enter a HYPE short at the then-current 57.3 but believed 58.5-59 was gettable, so he waited and left a limit order at 58. It never filled: the next day he reported that his 58 short order was still sitting there and price had reversed from 53.999 without ever tagging it. No position was opened.",,,False,high,"A resting limit that never filled, so exit_type is never_filled and the outcome is recorded as not_taken (no position ran). The zone he first named (58.5-59) and the order he actually left (58) differ slightly; no stop or target was ever published. [AUDIT] Audit: planned_entry 58.5 was the zone he wanted; the order he actually left was at 58 (MSG 901).","#888, #901",https://discord.com/channels/1042855255089623100/1501271173588193290/1534542395121729617
2026-08-05 16:51:42,ETHUSDT,long,win,manual_close,,200.26,,1870,1870 CMP with 30% left for a DCA,,1830,,Leave 30% for DCA,1871.53,,,,,1890.27,2026-08-05 16:51:42,2026-08-05 19:22:58,2.5,"Re-entered ETH long at 1870 an hour after closing the previous one, expecting the 4h 200 EMA to bounce price.","An hour and a half after closing his last ETH long he called a new one at 1870 CMP with a 1830 stop and 30% held back for a DCA, giving no target. Forty minutes in he pointed out ETH could not even reach the last daily high and named a DCA at 1852, expecting the 4h 200 EMA to bounce price - then two minutes later said 1852 was a typo, without ever giving the corrected level. It bounced anyway: at 19:22 he closed the lot at 1890.27 from 1871.53 for +200.26%.","EMA, daily high",ETH could not reach the previous daily high,False,medium,"The DCA level is unusable - posted as 1852, then retracted as a typo with no replacement - so planned_dca is empty and no fill is recorded. Entry 1871.53 on the card is slightly above the 1870 CMP call.","#891, #892, #893, #894",https://discord.com/channels/1042855255089623100/1501271173588193290/1534559527834222623
2026-08-05 21:23:48,ETHUSDT,short,win,manual_close,1,235.1,300,1920,1920 CMP,,1950,,"Half risk trade since the SL is manual, use small margin; not tagged because he did not think the trade was important enough",,,,,,1892,2026-08-05 21:23:48,2026-08-06 16:25:06,19.0,Short ETH from 1920 with the stop as a 4h close above 1950 - a low-conviction scalp he did not even tag.,"He shorted at 1920 CMP with a manual stop (4h close above 1950), half risk and small margin, saying the trade was not important enough to tag. Through the next morning he was still in it and admitted it had gone nearly 1R without him booking anything. At 16:25 he closed it at 1892 for a clean 1R, +235.1% at 300x, and told followers they could keep 50% and let it run down to 1885.",4h close,not stated,False,high,"r_multiple 1 is his own statement ('1R done'), not computed. The 50%-to-1885 instruction is follower guidance issued as he closed in full.","#896, #898, #899",https://discord.com/channels/1042855255089623100/1501271173588193290/1534628007229132902
2026-08-06 12:27:31,BTCUSDT,short,win,take_profit,,119.86,150,64800,"taken the night of 5-6 Aug alongside the ETH short and only disclosed at midday on 6 Aug; his card showed the fill at 64,823 and he restated the setup that evening as entry 64.8k",65390,66000,63900,kept some size back for a DCA; the published stop was a 4h close above 66k or a hard 66.3k,65024.1,"time=2026-08-10 16:04:46; price=65390; note=DCA filled at the called level after four days of the trade going against him; blended entry 65,024.1, implying roughly 65% initial / 35% DCA; msg=918","time=2026-08-06 18:12:03; to=66300; type=widened; msg=902; note=restated setup: 4h close above 66k or hard SL 66.3k, up from the 66k mentioned at disclosure | time=2026-08-07 12:32:02; to=66300; type=reaffirmed; msg=908; note='I'm holding with 66.3k as SL and I'll short again if I get stopped out' — said while publishing a wider 67.8k alternative for followers","time=2026-08-06 16:48:14; to=[63800, 63900]; msg=900; note=his own zone; followers told they could set TP down to 63.5k | time=2026-08-06 22:53:05; to=[63300]; msg=903; note=second TP added | time=2026-08-10 16:04:46; to=[64400, 64500]; msg=918; note=pulled in sharply once the DCA filled, because price kept bouncing and a smaller move was now a good exit | time=2026-08-10 18:05:07; to=[63990]; msg=924; note=exact target for the 25% runner","time=2026-08-10 16:59:01; price=64504.5; portion_pct=75; msg=921; note=150x card: entry 65,024.1, close 64,504.5, +119.86%; 25% left running for 64k",64060,,2026-08-10 19:21:18,,"Faded the push above 64k he had been waiting for since 3 Aug, shorting alongside ETH with the plan to cover in the 63.8-63.9k area.","He had said on 3 Aug that he would short BTC on a break of 64k or a rejection from 63.9k and would mention it if he took it; he took it the night of 5 Aug alongside ETH and only disclosed it at midday on 6 Aug with a card showing entry 64,823 and a 66k stop. That evening he restated the full setup — entry 64.8k, DCA 65390, TP 63900, 4h close above 66k or hard SL 66.3k — added 63.3k as a second target, and the next day published a wider alternative for followers (two 25% DCAs at 65.4k and 65.8k with a 67.8k stop) to survive a pumpy weekend, while saying he himself was holding at 66.3k and would just short again if stopped. It went against him for days: he told followers they could exit in small profits and re-enter at 65.3-65.8k (telling those who did to move their stop to entry, book 50% and target 64.6k), reported the position around breakeven with the TP missed by $200, told anyone who wanted out to exit or halve risk, and kept holding 'since Thursday'. On 10 Aug the 65390 DCA finally filled for a blended 65,024.1, he pulled the target in to 64.4-64.5k, booked 75% at 64,504.5 for +119.86%, tightened the runner to 63990 and closed the last 25% at 64,060.",EMA 200 (15m),He had said he would short a 64k break or a 63.9 rejection; the weekend looked pumpy at 66-67k and BTC kept bouncing off the 15m EMA 200,False,medium,"entry_time is unknown — he shorted 'last night' and disclosed it the following midday — so duration_hours is null; in practice the trade was held roughly five days (night of 5-6 Aug to the evening of 10 Aug). The 65.3-65.8k re-entry guidance (MSG 907, 910, 914) and the wider two-DCA alternative setup (MSG 908) are follower instructions, not his own actions — he stated throughout that he was still holding the original — so they appear in the story rather than in partials/stop_moves. Leverage on the disclosure card is not stated (+14.93% on a 48-point move implies roughly 200x), so only the stated 150x from the 10 Aug card is recorded. His pre-trade plans to short a 64k break (MSG 866, 875 on 3 Aug) are the origin of the idea but are not counted as this position's start.","#898, #900, #902, #903, #907, #908, #910, #913, #914, #915, #916, #918, #921, #924, #926",https://discord.com/channels/1042855255089623100/1501271173588193290/1534855435092230227
2026-08-06 16:49:55,GOLD,short,not_taken,not_taken,,,,4350,Wanted to short from 4350 - price never got there,,,,,,,,,,,,,,"After being stopped on the 4162 short he still wanted the trade, but only from 4350-4400 - the level he thought gold had to reach before breaking under 4k.","Hours after being stopped out of the 4162 short he restated the plan he had voiced that morning - gold under 4k again, but only after 4350-4400 - as a trade he had wanted to take: 'Gold wanted to short from 4350 reversed earlier'. Price turned before reaching his level, so no order was ever placed and no entry, stop or target was published.",,Follows his stop-out that morning; he expected gold under 4k again after a push to 4350-4400.,False,medium,"Mentioned retrospectively rather than posted as a call - no stop or target, and it is not fully clear whether he had a resting order or simply an intention, so it is recorded as not_taken rather than never_filled. The seed of the idea is the 4350-4400 forecast in msg 897, which belongs to the stopped-out 5 August short.",#901,https://discord.com/channels/1042855255089623100/1501271173588193290/1534921466557239359
