msg,timestamp,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_multiple,roi_pct,price_ref,risk_note,rationale,indicators_mentioned,market_context,quote,confidence,link
893,2026-08-05 17:32:49,update,ETHUSDT,long,,,,,,,,,,,corrects himself - the 1852 DCA level in the previous message was a typo; he does not give the corrected level,,,1852 was a typo,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1534569876901990410
894,2026-08-05 19:22:58,close,ETHUSDT,long,1871.53,,,,100,,,200.26,1890.27,,"closing the ETH long here, just under the 1892 area",,,Closing ETH here,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534597598177005659
895,2026-08-05 19:24:22,education,,,,,,,,,,,,,mindset: while others complain about chop he still books gains - as long as it is green there is no problem,,choppy market,"When others complain about chop we gain even if it's little, as long as it's green I don't see a problem",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1534597948669689986
896,2026-08-05 21:23:48,call,ETHUSDT,short,1920,,,1950,,,,,,"Half risk trade since a manual SL, use small margin","short ETH from CMP 1920; SL is a 4h close above 1950 (manual), and he skips the notify tag because he does not think the trade is important enough",,,"Short ETH   Entry: 1920 CMP   SL: 4h above 1950   Half risk trade since a manual SL, use small margin. Not using tag since I think this trade isn't important enough.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534628007229132902
897,2026-08-06 02:39:43,stopped_out,GOLD,short,,,,,,,,,,,"gold stopped out; it came near BE after the DCA but he held on hoping for some green (stop was 4280 from the earlier update, not restated here)",,,"Sorry guys, GOLD stopped, came near BE after DCA but thought we would get some green.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534707507283492948
897,2026-08-06 02:39:43,view,GOLD,short,,,,,,,,,4350,,"still expects gold under 4k again, but only after a move to 4350-4400 first",,,I expect gold under 4k again but after 4350-4400.,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534707507283492948
898,2026-08-06 12:27:31,entry,BTCUSDT,short,64823,,,66000,,,,14.93,64774.6,will keep some for DCA,shorted BTC the previous night alongside the ETH short; SL can be 66k,,,"I also shorted BTC last night with ETH  SL can be 66k, will keep some for DCA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534855435092230227
898,2026-08-06 12:27:31,update,ETHUSDT,short,,,,,,,1,,,,still in the ETH short; it went nearly 1R and he did not book,,,"Hey guys still in ETH, went nearly 1R didn't book",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534855435092230227
899,2026-08-06 16:25:06,close,ETHUSDT,short,,,,,100,300,1,235.1,1892,,closed the ETH short at 1892 for a full 1R,,,"Closed ETH @ 1892, 1R done",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534915224547889192
899,2026-08-06 16:25:06,tp_set,ETHUSDT,short,,,1885,,50,,,,,,followers can keep 50% and let it run down to 1885,,,You can keep 50% and let it run to 1885,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534915224547889192
900,2026-08-06 16:48:14,tp_set,BTCUSDT,short,,,"63500, 63800, 63900",,,,,,,,followers can set TP down as far as 63.5k on the BTC short; he will take profit somewhere around 63.8-63.9k,,,"BTC you can set TP till 63.5k, I'll TP somewhere around 63.8-63.9",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534921045834993864
901,2026-08-06 16:49:55,update,GOLD,short,4350,,,,,,,,,,wanted to short gold from 4350 but price reversed before reaching it,,,Gold wanted to short from 4350 reversed earlier,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534921466557239359
901,2026-08-06 16:49:55,update,HYPEUSDT,short,58,,,,,,,,53.999,,his 58 short limit on HYPE never filled - price reversed from 53.999,,,I had a HYPE order at 58 for short Reversed from 53.999,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534921466557239359
902,2026-08-06 18:12:03,call,BTCUSDT,short,64800,65390,63900,66300,,,,,,,restates the BTC short as still valid with full levels; SL is a 4h close above 66k or a hard SL at 66.3k,,,BTC short still valid  Entry: 64.8k  DCA: 65390  TP for now is 63900  SL: 4h close above 66k or hard SL @ 66.3k,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1534942136913367171
903,2026-08-06 22:53:05,tp_set,BTCUSDT,short,,,63300,,,,,,,,adds 63.3k as the second TP on the BTC short,,,63.3k 2nd TP,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1535012861317746849
904,2026-08-06 23:32:13,call,TRADOORUSDT,long,0.72,,"0.81, 0.92",0.605,,,,,,"Risky, shitcoin, please go low or half!","gamble trade - long TRADOOR from CMP with a wide stop, sized low",,,"Gambe trade  Long TRADOOR  Entry: 0.72 CMP   TPs: 0.81-0.92  SL: 0.605  Risky, shitcoin, please go low or half!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535022708989886575
905,2026-08-06 23:33:30,dca,TRADOORUSDT,long,0.73,0.7,,,,,,,,but keep it low,"after an instant 1min pump, a small entry can be taken at 0.73 with a DCA at 0.7",,,Check 1min instant pump but you can take small entry at 0.73 and DCA at 0.7 but keep it low,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1535023032291164161
906,2026-08-07 12:10:07,stopped_out,TRADOORUSDT,long,,,,,,,,,,,"TRADOOR stopped out after showing good strength at the beginning; it was a gamble on a shitcoin anyway (SL 0.605 from the call, not restated)",,,"TRADOOR stopped after showing good strength at the beginning, shitcoins  Was a gamble anyway",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535213440111616070
907,2026-08-07 12:11:09,plan,BTCUSDT,short,65300,,,,,,,,,,BTC does not want to go down: followers can exit in small profits and re-enter the short around 65.3-65.8k; he is still holding and thinks it goes 65.6-66k before coming down,,,"BTC doesn't want to go down, you can exit in small profits and enter around 65.3-65.8k  I'm holding still but I think this goes 65.6-66k before coming down",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535213704109494392
908,2026-08-07 12:32:02,call,BTCUSDT,short,64800,65400,63500,67800,,,,,,25% at each DCA (65.4k and 65.8k); quite wide SL so manage risk,alternative BTC short setup with two DCAs (65.4k and 65.8k) and a much wider stop - a 4h close above 67k or hard SL 67.8k - to survive a weekend pump; TP 63.5k or lower,,weekend pump / weekend fkery,An alternative BTC setup would be this to save yourself from weekend pump  Entry: 64.8k DCA: 65.4k (25%) DCA: 65.8k (25%)  TP: 63.5k or lower  SL: 4h above 67k or hard SL 67.8k  Quite wide a SL but can save from the weekend fkery.,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535218959203176458
908,2026-08-07 12:32:02,update,BTCUSDT,short,,,,66300,,,,,,,he is keeping his own short with 66.3k as the SL and will short again if he gets stopped out,,,I'm holding with 66.3k as SL and I'll short again if I get stopped out,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535218959203176458
909,2026-08-07 16:18:24,call,THETAUSDT,short,0.134,,"0.1322, 0.1311",0.1375,,,,,,Half risk trade,short THETA from CMP with the daily high on your exchange (0.1375) as stop,daily high,,Short THETA  Entry: 0.134 CMP   TPs: 0.1322-0.1311  SL: 0.1375 (daily high on your exchange)  Half risk trade,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535275923308412928
910,2026-08-07 17:10:18,sl_move,BTCUSDT,short,65300,,,65300,,,,,,,"anyone who re-entered the short from 65.3k sniped it, so move SL to that entry",,,If anyone entered from 65.3k you sniped!  SL to entry it book 50%,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535288987659280535
910,2026-08-07 17:10:18,partial_close,BTCUSDT,short,,,,,50,,,,,,book 50% on the 65.3k re-entry short,,,SL to entry it book 50%,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535288987659280535
911,2026-08-07 19:26:33,call,ETHUSDT,short,1920,,"1900, 1880",1950,,,,,,Keep 30% for DCA,"new ETH short at CMP 1920, targets 1900-1880, SL 1950, 30% held back for DCA",,,"Short ETH

Entry: 1920 CMP
Keep 30% for DCA

TP: 1900-1880

SL: 1950",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535323273842130994
912,2026-08-07 19:27:16,dca,ETHUSDT,short,,1930,,,50,,,,1913,,"price dumped from 1920 to 1913 on the 1m while he was typing, so enter 50% at CMP and DCA the other 50% at 1930",,,"Again dumped while typing can check on 1m candle dumped from 1920 to 1913, you can enter 50% here and do 50% DCA @ 1930",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535323454507720835
913,2026-08-07 21:16:32,update,BTCUSDT,short,,,,,,,,,,,"BTC keeps bouncing off the 15m EMA 200; his BTC TP was missed by $200 the previous night, hopes targets fill before a pumpy weekend",EMA,"weekend looks pumpy, 66-67k","PA is super frustrating, BTC ETH both keep bouncing from EMA 200 on 15m

BTC TP last night missed by 200$

Weekend looks pumpy 66-67 I just hope we can get the targets before",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535350953924894850
913,2026-08-07 21:16:32,update,ETHUSDT,short,,,,,,,,,,,ETH also bouncing off the 15m EMA 200; its TP was missed by $3,EMA,"weekend looks pumpy, 66-67k","PA is super frustrating, BTC ETH both keep bouncing from EMA 200 on 15m

ETH TP missed by 3$",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535350953924894850
914,2026-08-07 21:21:52,tp_set,BTCUSDT,short,65300,,64600,,,,,,,,"clarifies that anyone who took the 65.3k re-entry should have had TP at 64.6k, as he mentioned earlier",,,"If you entered from 65.3k, TP should have been 64.6k, I already mentioned earlier.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535352293510221844
915,2026-08-09 14:31:29,update,BTCUSDT,short,,,,,,,,,,if anyone wants to exit you can rn otherwise reduce risk to half,"BTC short around breakeven; TP missed by $200 and reversed; exit now or halve risk, he is still holding",,market looks pumpy,"Market looks pumpy, THETA and BTC around BE and ETH in small profits if anyone wants to exit you can rn otherwise reduce risk to half.

Sadly THETA missed TP by 0.0002, ETH by 2$ and BTC by 200$, all almost TP and reversed",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535973795909607434
915,2026-08-09 14:31:29,update,ETHUSDT,short,,,,,,,,,,if anyone wants to exit you can rn otherwise reduce risk to half,"ETH short in small profit; TP missed by $2 and reversed; exit now or halve risk, he is still holding",,market looks pumpy,"Market looks pumpy, THETA and BTC around BE and ETH in small profits if anyone wants to exit you can rn otherwise reduce risk to half.

Sadly THETA missed TP by 0.0002, ETH by 2$ and BTC by 200$, all almost TP and reversed",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535973795909607434
915,2026-08-09 14:31:29,update,THETAUSDT,short,,,,,,,,,,if anyone wants to exit you can rn otherwise reduce risk to half,"THETA sitting around breakeven; it missed TP by 0.0002 and reversed; members can exit now or halve risk, he is holding everything though he calls that stupid",,market looks pumpy,"Market looks pumpy, THETA and BTC around BE and ETH in small profits if anyone wants to exit you can rn otherwise reduce risk to half.

I'm holding all but honestly I think that's stupid.

Sadly THETA missed TP by 0.0002, ETH by 2$ and BTC by 200$, all almost TP and reversed",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1535973795909607434
916,2026-08-10 12:49:17,update,BTCUSDT,short,,,,,,,,,,,"BTC short still valid, held since Thursday",,,BTC ETH short valid I'm still holding since Thursday,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536310460754698323
916,2026-08-10 12:49:17,update,ETHUSDT,short,,,,,,,,,,,"ETH short still valid, held since Thursday",,,BTC ETH short valid I'm still holding since Thursday,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536310460754698323
917,2026-08-10 15:53:37,chat,,,,,,,,,,,,,"frustration at random price action, no trade content",,price action so random,PA so random it's giving me headache in my kidneys,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536356850973413526
918,2026-08-10 16:04:46,dca,BTCUSDT,short,,65390,,,,,,,,,BTC short DCA filled at 65390,,,"Just for your knowledge

BTC filled DCA @ 65390",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536359656115408896
918,2026-08-10 16:04:46,tp_move,BTCUSDT,short,,,"64400, 64500",,,,,,,,"now looking to close BTC around 64.4-64.5k because the DCA is filled and price keeps bouncing, so a smaller move is still a good TP",,,"So if we get TP both should be a good TP, looking to close BTC somewhere around 64.4-64.5 and ETH around 1900-1905 since DCA is filled and they keep bouncing",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536359656115408896
918,2026-08-10 16:04:46,dca,ETHUSDT,short,,1930,,,,,,,,,ETH short DCA filled at 1930,,,"BTC filled DCA @ 65390
ETH @ 1930",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536359656115408896
918,2026-08-10 16:04:46,tp_move,ETHUSDT,short,,,"1900, 1905",,,,,,,,now looking to close ETH around 1900-1905 (tighter than the original 1900-1880) because the DCA is filled and price keeps bouncing,,,"So if we get TP both should be a good TP, looking to close BTC somewhere around 64.4-64.5 and ETH around 1900-1905 since DCA is filled and they keep bouncing",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536359656115408896
919,2026-08-10 16:09:39,close,ETHUSDT,short,1922.78,,,,100,300,,241.45,1907.31,,"final exit of the ETH short held since 7 Aug; share card shows avg entry 1922.78, avg close 1907.31, +241.45% ROI at 300x",,,Closed ETH finally,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536360885696856125
920,2026-08-10 16:34:31,call,GRTUSDT,short,0.0146,,,0.0149,,,,,,Half risk on shitcoins,"new GRT short at CMP 0.0146; soft SL is a 4h close above 0.0148, hard SL 0.0149; no target given at the call",,,"Short GRT

Entry: 0.0146 CMP

SL: 4h close above 0.0148 or hard SL @ 0.0149

Half risk on shitcoins",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536367146005700639
921,2026-08-10 16:59:01,partial_close,BTCUSDT,short,65024.1,,64000,,75,150,,119.86,64504.5,,"the 64.4-64.5k target he flagged earlier was reached, so 75% booked here and 25% left running for 64k; card shows entry 65024.1, close 64504.5, +119.86% at 150x",,,"Target reached that I mentioned earlier 75% closed here, 25% leaving for 64k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536373310953365534
922,2026-08-10 18:02:51,tp_hit,GRTUSDT,short,0.01457,,,,100,,0.7,48.04,0.01443,,"took profit on GRT for 0.7R measured on the hard SL, 1R measured against the soft (4h close) SL; card shows entry 0.01457, exit 0.01443, +48.04%",,,"TP taken for a 0.7R, 1R with soft SL",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536389375838130306
923,2026-08-10 18:03:13,recap,,,,,,,,,,,,,"summary of the day: BTC, ETH and GRT all closed in profit, all of them with the DCA filled",,,"BTC
ETH
GRT

All closed in profits with DCA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536389467340808263
924,2026-08-10 18:05:07,tp_move,BTCUSDT,short,,,63990,,,,,,,,"exact target for the small remaining part of the BTC short (the 25% runner left from MSG 921), tightened from 64k to 63990",,,"If you holding small part of BTC, TP @ 63990",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536389942698311741
925,2026-08-10 18:20:21,tp_hit,ETHUSDT,short,,,,,,,,,1905,,"the ETH short setup reached its full TP (final target 1880); he had exited early at 1905 because he only scalps, but says holders could keep it",,,"Full TP on this setup, I closed early at 1905 but you can always hold, I scalp only.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536393779962060922
926,2026-08-10 19:21:18,tp_hit,BTCUSDT,short,,,,,,,,,64060,,"full take-profit on the 65k BTC short taken at 64060, closing the remaining 25% runner (slightly above the 63990 target)",,,65k Short BTC full TP taken here @ 64060,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536409116199882802
927,2026-08-10 19:23:17,call,BTCUSDT,long,63960,,,62500,,,,,,,"flipping to a BTC long at CMP 63960 right after closing the short, SL 62.5k, no target given at the call",,,"Long BTC

Entry: 63960 CMP

SL: 62.5k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536409614344523969
928,2026-08-10 19:24:06,plan,BTCUSDT,long,,,,,,,,,,,"advises entering the BTC long a bit lower because he suspects they push price to 61.5k before going higher, or otherwise keeping the SL manual on a 4h close",,,Go a bit lower on this one I have a feeling they might send it to 61.5k before higher or keep SL manual 4h closing,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1536409820557484142
929,2026-08-10 19:28:58,view,BTCUSDT,long,,,,62500,,,0.5,,,,"clarifies the SL stays 62.5k; he only thinks 61.5k is where an HTF bounce comes, worth a 500-700$ move, and he usually targets 0.5R on scalps",HTF,,"SL is 62.5k I'm just saying I think 61.5k we go for a bounce on HTF

From scalping point of view we can get 500-700$ bounce from this region, I usually target 0.5R for scalps",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536411047064510545
929,2026-08-10 19:28:58,dca,BTCUSDT,long,,63523,,,25,,,,,,optional 25% DCA on the BTC long at 63523,,,25 DCA @ 63523 (optional),high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536411047064510545
930,2026-08-10 22:00:57,call,ETHUSDT,long,1871,1856,"1890, 1910",1842,,,,,,,"new ETH long at CMP 1871 with DCA 1856, targets 1890-1910, SL 1842",,,"Long ETH

Entry: 1871 CMP
DCA: 1856

TP: 1890-1910

SL: 1842",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536449292066226326
931,2026-08-10 22:01:09,update,BTCUSDT,long,,,,,,,,,,Recommended Margin for both trades is half,half margin recommended on the two open longs (BTC and ETH),,,Recommended Margin for both trades is half,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1536449342863581315
931,2026-08-10 22:01:09,update,ETHUSDT,long,,,,,,,,,,Recommended Margin for both trades is half,half margin recommended on the two open longs (BTC and ETH),,,Recommended Margin for both trades is half,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1536449342863581315
932,2026-08-11 14:05:41,tp_hit,ETHUSDT,long,1872.74,,,,100,,,186.03,1890.16,,"ETH long hit its first target (1890); card shows entry 1872.74, exit 1890.16, +186.03%, position closed",,,ETH TP hit,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536692076413194301
933,2026-08-11 18:07:19,update,SOLUSDT,short,77.23,,,,,100,,262.87,75.23,,"posted an X link showing a closed SOL short share card (entry 77.23, close 75.23, +262.87% at 100x); the trade itself was never called in the channel",,,https://x.com/i/status/2087193481961963834,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1536752885218541688
934,2026-08-11 23:24:28,view,BTCUSDT,,,,,,,,,,,,"believes the BTC bottom is near or before Oct-Nov, so he has started a public spot accumulation plan on X as a guide for spot buyers; not trying to buy the bottom, NFA",,"pre bull-run accumulation, bottom expected sooner than Oct-Nov","A lot of people ask me when to buy BTC for the bull run, IDK when but I personally believe the bottom is near or sooner than Oct - Nov for that I have started a public accumulation plan on my X.

If anyone's interested in spot buying and don't know when to, they can use this as a guide, no I'm not trying to buy bottom just accumulating for the next run and yeah as they say NFA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536832698843271221
934,2026-08-11 23:24:28,entry,BTCUSDT,long,63500,,,,,,,0.0,,,"spot (not futures) BTC accumulation started; share card shows average buy 63,500 at +0%",,,I have started a public accumulation plan on my X.,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1536832698843271221
935,2026-08-12 02:00:25,entry,HOLOUSDT,long,0.084,,,,,,,,0.088,,bought HOLO in spot at 0.084 earlier; says it is still buyable at CMP 0.088,,,"Bought some spot HOLO @ 0.084 earlier, can still buy @ CMP 0.088",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536871947139547297
936,2026-08-12 06:35:43,update,HOLOUSDT,long,,,,,,,,25,,,"HOLO pumped 25% since the spot buy; no fixed target, take profit wherever you are happy",,,"HOLO pumped 25%, TP wherever happy",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1536941225045790772
937,2026-08-12 15:15:55,dca,BTCUSDT,long,63800,,,,,,,91.1,,,"BTC long DCA (the optional 63523 add) filled, average entry now around 63.8k, 63.9k for anyone who did not DCA; card shows the position open at +91.10%",,,"BTC DCA filled entry is around 63.8k
Even if you didn't DCA 63.9k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537072140657102968
937,2026-08-12 15:15:55,tp_set,BTCUSDT,long,,,"64500, 64600",,,,,,,If anyone wants to exit before CPI they can safely,"targeting 64.5-64.6k for now, allows for a pump up to 65k and will exit when he sees rejection; anyone uncomfortable can exit safely before CPI",CPI,CPI due,"I'm targeting 64.5-64.6k for now can pump upto 65, will exit when I see rejection

If anyone wants to exit before CPI they can safely",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537072140657102968
938,2026-08-12 21:21:47,update,BTCUSDT,long,,,"64600, 64500",,,,,,,,"two near-misses in a row: TP at 64.6k and price reversed from 64550, then TP at 64.5k and price reversed from 64450, despite a slightly bullish CPI",CPI,CPI was slightly bullish,"Yesterday I set BTC TP at 64.6k reversed from 64550
Today I did 64.5k reversed from 64450

CPI was slightly bullish as well but it is what it is",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537164213472993371
939,2026-08-13 18:29:53,call,HYPEUSDT,short,58.36,59.11,,60.5,,,,,,,"new HYPE short at CMP 58.36 with DCA 59.11; soft SL is a 4h close above 60, hard SL 60.5; no target given at the call",,,"Short HYPE

Entry: 58.36 CMP
DCA: 59.11

SL: 4h close above 60 or hard SL @ 60.5",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537483339768922272
940,2026-08-13 18:30:05,update,HYPEUSDT,short,,,,,,,,,,,"HYPE dumped instantly after the call, so either leave a limit order at the entry or enter at CMP",,,Dumped instantly you can set order or enter at CMP,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1537483392365494483
941,2026-08-13 19:07:21,update,HYPEUSDT,short,,,,,50,,,,,,"clarifies the DCA level (59.11) is the recommended entry; he is in at CMP 50-50 like anyone who followed, and is at least in profit already",,,"BTW DCA is recommended entry, if you're entered at CMP like me 50-50% at least in profits so mentioning rn",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1537492767758876713
942,2026-08-14 09:38:25,tp_set,HYPEUSDT,short,,,56.5,,,,,,,,first target given for the HYPE short: take profit at 56.5,,,Take TP @ 56.5 on HYPE,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537711980310302871
943,2026-08-14 11:40:00,tp_hit,HYPEUSDT,short,58.35,,,,100,,,158.26,56.503,,"HYPE short reached the 56.5 target; card shows entry 58.35, exit 56.503, +158.26%, closed",,,TP hit for HYPE,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537742577057538099
944,2026-08-14 12:02:57,sl_move,BTCUSDT,long,,,,62500,,,,,,,"switching the BTC long SL from a hard 62.5k to manual: will only accept it on a 4h candle below 62.5k, because 62.6k is good support and he expects a bounce to 64k+ over the weekend",support,"weekend, expects 64k+ bounce","Keeping BTC SL manual for now, will wait for 4h candle below 62.5

62.6k is a good support we should bounce 64k+ on weekend",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537748353452871713
945,2026-08-14 19:08:35,call,ZECUSDT,long,486,,499,465,,,,,,Keep 30% for DCA,"new ZEC long at CMP 486, target 499, SL 465, 30% held back for DCA",,,"Long ZEC

Entry: 486 CMP

TP: 499

SL: 465

Keep 30% for DCA",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537855468993646664
946,2026-08-14 19:21:01,call,ENSUSDT,long,4.036,,,3.91,,,,,,"Slow and risky trade so your choice if you want to take, I am only risking 1%",he is already in an ENS long at CMP 4.036 with SL 3.91 and shares it optionally; slow and risky so he only risks 1%; no target given,,,"I am in another trade if anyone wants to join.

Long ENS

Entry: 4.036 CMP

SL: 3.91

Slow and risky trade so your choice if you want to take, I am only risking 1%",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537858598791680070
947,2026-08-15 04:42:38,tp_hit,ZECUSDT,long,,,,,100,,,103.9,,,ZEC long reached the 499 target; card shows the position closed at +103.90%,,,ZEC TP hit,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1537999932391432213
948,2026-08-15 04:43:45,close,ZECUSDT,long,,,,,100,,,,498,,"the 499 target printed on most exchanges; on Yubit it did not quite reach, so he booked manually at 498",,,Hit on majority exchanges I booked manually @ 498 on YUBIT,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538000214936391741
949,2026-08-15 15:08:40,view,ZECUSDT,long,,,,,,,,,498.44,,"calls the ZEC exit a great one (chart shows his sell at 498.44, price then dipped to ~486 and bounced) and says the same long setup looks valid for a round 2, which he is not taking himself",,,"Great exit on ZEC, looks ready for a round 2 with same setup I'm not taking but looks valid",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538157479907557397
950,2026-08-15 17:48:45,view,BTCUSDT,,,,,,,,,,,,his 2 Aug call that BTC would chop in the 62-65k range played out for the first half of August; waiting to see if the second half of the prediction (67-70k) follows,,BTC chopping in the 62-65k August range,"Spent the first half in the 62-65k range I mentioned, let's see if the 2nd half of this prediction becomes a reality!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538197766617047092
951,2026-08-15 17:49:18,view,BTCUSDT,,,,,,,,,,,,image-only follow-up to MSG 950: screenshot of his own 2 Aug tweet predicting BTC chop in a 62-65k range for most of August with a small chance of 67-70k in late August / early September,,"BTC 62-65k August range, small chance of 67-70k later",[IMAGE 307_2026-08-15_174918_Screenshot_20260815-194113.png: tweet_screenshot | no trade data | Screenshot of his own tweet (Tehfeez @Paladinccore) from 2 Aug 2026 predicting BTC would chop in a 62-65k range for most of August with a small chance of 67-70k in the second half of August / early Se],medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1538197902764281976
952,2026-08-16 04:38:20,call,SOLUSDT,long,75.3,74.7,,73,,,,,,"WEEKEND SIZE, recommended half risk","new SOL long at CMP 75.3 with DCA 74.7 and SL 73, sized down because it is a weekend trade; no target given",,weekend,"Long SOL

Entry: 75.3 CMP
DCA: 74.7

SL: 73

WEEKEND SIZE, recommended half risk.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538361237363228682
953,2026-08-17 13:36:07,dca,SOLUSDT,long,,,,,,,,,,,"the SOL DCA (called at 74.7, level not restated) filled and the position moved into profit",,,SOL DCA filled and in some profits,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538858963599237141
953,2026-08-17 13:36:07,close,SOLUSDT,long,,,,,100,,,123.88,75.6,,closing the DCA'd SOL long at 75.6 for now while it is in profit; card shows +123.88%,,,"SOL DCA filled and in some profits, closing here @ 75.6 for now",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538858963599237141
954,2026-08-17 17:03:39,tp_move,BTCUSDT,long,63800,,"64000, 64200",,,,,,,,BTC long survived the SL and price almost got back to his 63.8k breakeven; target cut from 64.5-64.6k to 64-64.2k because he just wants out of the trade,,,"Also Survived the BTC SL so far, almost hit our BE 63.8k
Looking to close in small profits 64-64.2k, just wanna get out of this one",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538911191672553502
954,2026-08-17 17:03:39,update,ZECUSDT,long,,,,,,,,,,,the ZEC round-2 setup he flagged as valid went to full TP; he did not take it himself because he dislikes repeating the same setup,,,"ZEC went up, as mentioned setup was valid and it went to full TP, I just don't like taking same setups so didn't myself",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538911191672553502
955,2026-08-17 17:12:17,view,GPSUSDT,,,,,,,,,,0.155,,tempted to short GPS from 0.155 but not taking it because he is not in the mood for a gamble,,,I'm having a strong urge to short GPS from here .155 but I'm no mood for a gamble,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538913362757292073
956,2026-08-17 17:18:33,call,WLDUSDT,short,0.355,,,0.372,,,,,,,"shorted WLD from 0.355 with SL 0.372, looking for a quick scalp TP, not planning to hold; no target level given",,,Shorted WLD from 0.355 with 0.372 as SL just looking for a quick TP not planning to hold for long,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1538914942189707346
