msg,time_utc,time_ms,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_stated,roi_pct,price_ref,risk_note,rationale,indicators,market_context,quote,confidence,confidence_rank,msg_url
745,2026-07-21T07:56:22Z,1784620582300,plan,BTCUSDT,short,66500.0,,,,,,,,,,alternative entry zone 66.5-67k for the short (lower bound recorded); entering there removes the need for the DCA,,,66.5-67k is a better entry you can enter there as well without a need of DCA!,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529034287821754430
746,2026-07-21T08:51:05Z,1784623865944,entry,ZECUSDT,short,,,,573.2,,,,,,,"announces he has shorted ZEC with a 573.2 stop; entry price not given yet, full setup to follow (posted in MSG 747)",,,"ZEC shorted

SL is 573.2

Will post full setup in a while",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529048060422914059
747,2026-07-21T10:58:19Z,1784631499629,call,ZECUSDT,short,545.0,,526.46,573.0,,,,,,,"the promised full setup for the ZEC short taken in MSG 746; stop restated as 573 (was 573.2), no reason given",,,"Short ZEC

Entry: 545 

TP: 526.46

SL: 573",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529080078418317313
748,2026-07-21T14:03:18Z,1784642598383,dca,BTCUSDT,short,,67000.0,,,25.0,,,,,smaller DCA than usual - only 25% of the planned DCA,will only add 25% of the planned DCA at 67k because BTC looks strong and he does not want to lose much,,BTC looks strong,"I'll only add 25% of the DCA @ 67k, small DCA because BTC looks strong and I don't want to lose much 

Smaller DCA than usual.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529126629966614588
749,2026-07-22T09:02:00Z,1784710920454,tp_hit,ZECUSDT,short,543.18,,526.46,,100.0,75.0,,220.48,527.22,,"ZEC short target reached; card shows 75x short entered 543.18, closed 527.22 for +220.48% ROI",,,ZEC TP hit,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529413193502298242
750,2026-07-22T10:42:58Z,1784716978008,call,ENAUSDT,short,0.08825,,,0.09264,,,,,0.08825,don't go too heavy on this,short ENA at 0.08825 CMP or 0.08892 limit; ENA is looking strong so he tells followers not to size heavy. No TP posted,,,"Short ENA 

Entry: 0.08892 or 0.08825 CMP 

SL: 0.09264

ENA looking strong, don't go too heavy on this.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529438600725528627
751,2026-07-23T04:59:35Z,1784782775392,stopped_out,ENAUSDT,short,,,,0.09264,100.0,,,,,,ENA short stopped out - the second stop of the month; reminds followers he had warned not to size heavy. No R or loss figure given,,,"Sorry guys ENA stopped, 2nd SL of the month so far.

Hopefully you didn't go heavy as mentioned!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529714574956302337
752,2026-07-23T05:04:33Z,1784783073033,tp_set,BTCUSDT,short,66137.7,,65120|64840,,,150.0,,132.8,65552.1,,"first target 65120 on the BTC short with an optional second TP at 64840; card shows the open 150x short from 66137.7 at mark 65552.1, +132.80% ROI",,,"Targeting 65120 for this, can take 2nd TP at 64840",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529715823353008201
753,2026-07-23T06:16:01Z,1784787361962,plan,BTCUSDT,short,,,64400|65000,,,,,,,,"would like to hold the short down to around 64.4k, but expects a bounce around 65k so will probably exit there instead; will update when he takes profit",,bounce around 65k likely,"I'll update when I TP though, I would like around 64.4k but we get a bounce around 65k likely so I exit there probably, will update!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529733812425064569
754,2026-07-23T07:18:00Z,1784791080171,partial_close,BTCUSDT,short,66137.7,,65120,,70.0,150.0,,165.11,65120.0,,took 70% off at his 65120 first target; the share card for the 150x short from 66137.7 reports a close price of 65409.7 and +165.11% ROI,,,"Took 70% fully at 65120, SL to BE",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529749407724212285
754,2026-07-23T07:18:00Z,1784791080171,sl_move,BTCUSDT,short,,,,66137.7,,,,,,,stop to breakeven on the remaining 30% after the partial; he gives no number - 66137.7 is the entry from the share card,,,"Took 70% fully at 65120, SL to BE",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1529749407724212285
755,2026-07-23T09:25:04Z,1784798704159,call,NEARUSDT,long,1.871,,,1.775,,,,,1.871,,"new NEAR long at CMP, no target given yet",,,"Long NEAR

Entry: 1.871 CMP 

SL: 1.775",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529781385047314472
756,2026-07-23T12:49:56Z,1784810996874,tp_hit,BTCUSDT,short,,,64840,,100.0,,,,,,full TP on the BTC short completed (he does not name the level; 64840 was the stated second target); notes followers who took the better 66.6k entry he flagged did even better,,,"BTC full TP done! 

Hopefully some of you had better entry as I mentioned to enter around 66.6k!",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1529832944431005707
756,2026-07-23T12:49:56Z,1784810996874,plan,BTCUSDT,long,,,,,,,,,,,flags he will flip and enter a long soon after closing the short; no levels given,,,Will be entering a long soon,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529832944431005707
757,2026-07-23T14:08:17Z,1784815697595,call,XRPUSDT,long,1.112,,1.176,1.04,,,,,1.112,"SL is wide, if you don't know how to risk 1-2% don't take this trade, on SL maximum loss should be 2%; saving 20-30% for DCA is optional",XRP swing long at CMP; the stop is wide so position sizing must keep the maximum loss to 2%; he will hold 20-30% back for an optional DCA (no DCA level given),,,"Long XRP (swing)

Entry: 1.112 CMP 

TP: 1.176

SL: 1.04 

SL is wide, if you don't know how to risk 1-2% don't this take trade, on SL maximum loss should be 2% 

I'll save 20-30% for DCA but that's optional",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529852660683903108
758,2026-07-23T17:27:44Z,1784827664139,tp_set,NEARUSDT,long,,,1.935|1.96,,50.0,,,,,,"NEAR is holding really well, so if BTC reverses the TP should come easily; he targets 1.96 but has the order at 1.935 for now and suggests splitting 50-50 between the two",,waiting on a BTC reversal,"Surprisingly NEAR is holding really well, if BTC reverses we can get an easy TP on NEAR

Targeting 1.96 but have set TP 1.935 for now, you can do 50-50%",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529902852007395443
759,2026-07-23T18:10:11Z,1784830211146,plan,BTCUSDT,long,,,,,,,,,64600.0,,"expects a BTC bounce and suggests a scalp long from here (CMP 64.6k); as written 'from 64.6 (CMP) to 64.3k' is contradictory for a bounce - he most likely means a dip to 64.3k first, or the levels are transposed",,,"Expecting BTC bounce from 64.6 (CMP) to 64.3k, can try scalp long from here",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1529913534929047612
760,2026-07-23T18:28:28Z,1784831308729,call,BTCUSDT,long,64700.0,64100.0,65500,63500.0,,,,,64700.0,Keeping 50% for DCA,"BTC scalp long at 64700 CMP, or a 64.4k limit; 50% of size held for a DCA in the 64.1-64.2k zone (lower bound recorded), and no DCA needed for anyone filled on the limit",,,"Long BTC 

Entry: 64700 CMP or 64.4k

Scalp TP: 65.5k

SL: 63.5k

Keeping 50% for DCA in case we go @ 64.1-64.2k, if you're entering from limit no need to DCA",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1529918138525946086
761,2026-07-24T04:41:07Z,1784868067070,tp_move,BTCUSDT,long,,,65700,,,,,,,,still holding the BTC scalp and now trying for 65.7k instead of the posted 65.5k target; will update when he takes profit,,,"Holding BTC scalp, will update when I TP, trying for 65.7k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530072314182500352
762,2026-07-24T07:16:44Z,1784877404589,tp_hit,BTCUSDT,long,64790.5,,65700,,100.0,150.0,,214.37,65700.0,,"took profit at his 65.7k target; tells followers they can extend the TP to 66.1k but should take something off. Card: 150x long from 64790.5, mark 65716.4, +214.37% ROI",,,"TPed at 65.7k, you can extend TP to 66.1k but do take something",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530111478575927336
763,2026-07-24T07:26:56Z,1784878016652,call,INJUSDT,long,5.42,,,5.07,,,,,5.42,will personally keep 25% for DCA but optional,"new INJ long at CMP, no target given yet; 25% of size held back for an optional DCA (no level given)",,,"Long INJ

Entry: 5.42 CMP 

SL: 5.07

Will personally keep 25% for DCA but optional",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530114045754085526
764,2026-07-24T09:23:57Z,1784885037000,call,BTCUSDT,long,64700.0,64100.0,65500,63500.0,,,,,,,re-issues the same BTC long setup after the good exit; 'Entry: 64.7' is 64.7k shorthand and 'TP SL same' means the 65.5k TP and 63.5k SL from MSG 760 (numbers not restated; the DCA is now 64.1k and he tightens the SL to 63400 in MSG 765/766),,,"Great exit on our BTC long, will use this setup again

Entry: 64.7
DCA: 64.1k

TP SL same",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1530143491227652107
765,2026-07-24T13:39:45Z,1784900385403,dca,BTCUSDT,long,,64050.0,,,,,,,,,"sets the BTC DCA level at 64050, slightly below the 64.1k he posted an hour earlier; no reason given",,,"BTC DCA @ 64050
SL @ 63400",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530207867095879740
765,2026-07-24T13:39:45Z,1784900385403,sl_move,BTCUSDT,long,,,,63400.0,,,,,,,BTC stop moved from 63.5k down to 63400 alongside the lower DCA level,,,"BTC DCA @ 64050
SL @ 63400",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530207867095879740
765,2026-07-24T13:39:45Z,1784900385403,dca,INJUSDT,long,5.36,,,,20.0,,,,,optional DCA,"added about 20% to INJ, bringing the average entry to around 5.36; he flags this DCA as optional for followers",,,"INJ I added just a bit like 20% avg should be around 5.36

XRP and INJ are optional DCAs",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530207867095879740
765,2026-07-24T13:39:45Z,1784900385403,dca,XRPUSDT,long,,1.082,,,25.0,,,,,optional DCA,will add 25% to the XRP swing at 1.082; flagged as an optional DCA,,,"XRP I'll add 25% at 1.082

XRP and INJ are optional DCAs",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530207867095879740
766,2026-07-24T15:02:46Z,1784905366914,update,BTCUSDT,long,,,,63400.0,,,,,,,"restates the stop at 63400 for the BTC long (symbol not named, inferred from MSG 765)",,,SL is 63400,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1530228761067257928
767,2026-07-24T15:03:42Z,1784905422718,plan,GOLD,long,4065.0,,,4045.0,,,,,4065.0,,"Gold looks good for a long from 4065 CMP with a tight 4045 stop, but he is not officially calling it because he doesn't trade Gold much",,,"Gold looks good for a long if anyone trades Gold here can try long from 4065 CMP with a tight SL 4045

I don't trade Gold too much so not officially calling but looks decent",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530228995126333460
768,2026-07-24T15:19:25Z,1784906365726,sl_move,GOLD,long,4066.9,,,4066.9,,100.0,1.0,34.63,4080.98,,"Gold long is almost 1R in profit so the stop can go to entry; card (XAUUSDT 100x) shows entry 4066.90, mark 4080.98, +34.63% ROI - the entry is taken from that card, he gave no number",,,"Almost 1R done on Gold, can move SL to entry.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530232950388428921
769,2026-07-25T06:34:19Z,1784961259353,close,MEUSDT,long,0.06447,,,,100.0,50.0,,179.96,0.0668,,"closes the ME swing long early because too many trades are running and it is getting messy; card: 50x long, entry 0.06447, close 0.06680, +179.96% ROI",,,Too many trades running it's getting messy so closing this now,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530463190947987577
770,2026-07-25T06:39:02Z,1784961542143,close,GENIUSUSDT,long,0.3509,,,,100.0,20.0,,172.22,0.3816,,"same reasoning as the ME close - GENIUS has started moving but he has held it too long, so he is closing it; card shows the 20x long from 0.3509 at 0.3816, +172.22% ROI (still open on the card)",,,"Same goes for GENIUS, started moving but holding for too long.",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1530464377055219742
770,2026-07-25T06:39:02Z,1784961542143,sl_move,GENIUSUSDT,long,,,,,,,,,,,"for anyone not closing, move the stop to entry; no number given and the entry is ambiguous (posted as 0.359 or 0.364 CMP in MSG 699, while his own card shows 0.3509), so stop left null",,,If not closing then move SL to entry and exit at 0.4-0.44,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1530464377055219742
770,2026-07-25T06:39:02Z,1784961542143,tp_set,GENIUSUSDT,long,,,0.4|0.44,,,,,,,,exit zone 0.4-0.44 for anyone who keeps holding GENIUS instead of closing with him,,,If not closing then move SL to entry and exit at 0.4-0.44,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530464377055219742
771,2026-07-25T08:55:37Z,1784969737073,call,BNBUSDT,long,565.0,,,540.0,,,,,,,"new swing long called at CMP, no target given yet",,,Long BNB (swing) Entry: 565 CMP SL: 540,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530498749082636298
772,2026-07-25T10:36:06Z,1784975766587,call,EDUUSDT,long,0.0337,,0.035,0.03192,,,,,,,"breaking out, taking a long with a tight SL",breakout,,"Trying a long on EDU Entry: 0.0337 CMP TP: 0.035 SL: 0.03192 Breaking out, trying a long with tight SL!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530524038697586718
773,2026-07-25T10:37:50Z,1784975870848,update,EDUUSDT,long,,,,,,,,,,"Don't go heavy, I'm using half risk for this",sizing instruction for the EDU breakout long posted a minute earlier; symbol inferred from the preceding call,,,"Don't go heavy, I'm using half risk for this!",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1530524475999912057
774,2026-07-25T12:15:03Z,1784981703449,close,EDUUSDT,long,0.03375,,,,100.0,49.0,,187.28,0.03504,,exited just short of 1R rather than waiting for the 0.035 TP; share card shows the realised fill at 0.03504,,,Almost at 1R I'm out,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530548939701358704
775,2026-07-25T12:51:13Z,1784983873590,sl_move,INJUSDT,long,,,,5.0,,,,,,,"tightening his personal stop from 5.07 to 5.00, expecting a weekend bounce that would let him exit at breakeven",,weekend bounce expected,I'm personally moving my INJ SL to 5$ we should get a weekend bounce and can exit BE,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530558041932431421
776,2026-07-26T03:40:00Z,1785037200819,plan,BTCUSDT,long,64350.0,,65000,,,,,,,,plans to close the BTC long around 65k; states the blended entry should be 64350 for anyone who took the 50% DCA,,,"Will close BTC around 65k Avg should be 64350, if you DCAed 50%",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530781712542466189
777,2026-07-26T09:04:45Z,1785056685047,education,,,,,,,,,,,,"Just risk 2-3% per setup, use a risk calculator if you don't know how to; risk 2% per trade",risk-sizing reminder attached to the INJ loss - a single stop should only cost 2-3% of the account,,,"Just risk 2-3% per setup please, use a risk calculator if you don't know how to. Risk 2% per trade",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530863435317903441
777,2026-07-26T09:04:45Z,1785056685047,stopped_out,INJUSDT,long,,,,,100.0,,,,,,"stopped out on bad price action despite what he calls an A+ setup (daily support plus aligned EMAs, breaking out); price had pumped back to entry while the market was dumping. Stop-out price not stated - his last stated stop was 5.00 from MSG 775",daily support|EMA,market was dumping,"Got stopped on INJ, really bad PA Was an A+ setup, daily support + EMA's were aligned, was breaking out, pumped back to entry when market was dumping but idk what happened",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530863435317903441
778,2026-07-26T10:05:19Z,1785060319742,sl_move,BNBUSDT,long,565.35,,,565.35,,75.0,,87.66,571.95,,de-risking by moving the stop to breakeven; BE taken as the 565.35 entry shown on his own share card (mark 571.95 at the time),,,"Moving SL to BE on this one, de risking.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530878680333684797
779,2026-07-26T16:41:03Z,1785084063807,close,BTCUSDT,long,,,,,100.0,,,,64800.0,,closed the BTC long in profit; notes the same setup was used and closed profitably twice,,,BTC closed @ 64.8k We used the same setup twice and closed in profits!,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530978270160486534
780,2026-07-26T16:41:53Z,1785084113389,update,BTCUSDT,long,64489.7,,,,,150.0,,70.28,64791.9,,"share cards documenting the close just announced (150x, entry 64,489.7, close 64,791.9, +70.28%), posted next to a re-post of the earlier 07-24 BTC long card (entry 64,790.5, mark 65,716.4, +214.37%) to show the same setup working twice",,,Used same setup for both,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530978478122336388
780,2026-07-26T16:41:53Z,1785084113389,recap,BTCUSDT,,,,,,,,,,,,claims 6 out of 6 BTC trades won in the last week off the same setup,,,won 6 out of 6 BTC trades last week!,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530978478122336388
781,2026-07-26T16:42:40Z,1785084160272,view,BTCUSDT,,,,,,,,,,65500.0,,"acknowledges BTC may extend to 65.5k after his exit, but he was only reusing the setup so he is fine with leaving it",,,There's a small chance BTC might extend to 65.5k but it's okay I was just reusing this setup anyway,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1530978674764021925
782,2026-07-27T02:40:00Z,1785120000372,view,BTCUSDT,,,,,,,,,,65555.0,,"BTC tapped exactly the 65.5k he flagged (screenshot shows 24h high 65,555.00, low 64,256.80); he stays bullish for higher",24h high,,"Went EXACTLY there, looks good for higher in my opinion",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531128999038681261
783,2026-07-27T02:58:03Z,1785121083982,plan,NEARUSDT,long,1.871,,1.875,,,,,,,,"after coming within $0.001 of the 1.775 stop the long recovered to near breakeven, so he plans to close around BE at 1.875 (call entry 1.871)",,,From $0.001 away from SL to almost BE Gonna close around BE @ 1.875,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531133544028569610
784,2026-07-27T03:16:35Z,1785122195699,view,BTCUSDT,,,,,,,,,,66500.0,,"expects 66.5k next on BTC, likely today or tomorrow",,,"66.5k should be next now, should come today/tomorrow most likely",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531138206907629739
785,2026-07-27T06:17:52Z,1785133072119,tp_hit,BNBUSDT,long,565.46,,,,100.0,,,,577.3,,took profit on the BNB swing long; his cropped card shows entry 565.46 and average close 577.32,,,TPed on BNB @ 577.3,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531183825919676416
786,2026-07-27T06:18:19Z,1785133099664,update,BNBUSDT,long,565.35,,,,,75.0,,142.34,576.08,,Blofin card for the same closed BNB long posted with no text; its close of 576.08 is lower than the 577.3 he quoted a minute earlier (different account/average),,,[IMAGE: BNBUSDT long 75x entry 565.35 close 576.08 ROI 142.34% (closed)],high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531183941451649094
787,2026-07-27T06:18:38Z,1785133118133,tp_set,BNBUSDT,long,,,580,,,,,,,,gives a second target of 580 for anyone still holding BNB after his own exit,,,Next TP can be 580 if anyone wants to hold,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531184018916249782
788,2026-07-27T06:23:49Z,1785133429183,recap,,,,,,,,,,,,,"reflection on the batch of trades: would have liked to hold BNB longer, but NEAR and BTC survived and only INJ was lost",,,"Wanted to hold BNB for longer but I'm really happy we survived NEAR and BTC, just lost INJ, better than losing all 3",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1531185323554377819
789,2026-07-27T06:24:31Z,1785133471207,view,BTCUSDT,,,,,,,,,,66000.0,,reiterates BTC is going to 66k+; warns against shorting blindly,,,"Btw as mentioned, BTC 66k+, it's going Don't short blindly",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531185499815805058
789,2026-07-27T06:24:31Z,1785133471207,view,ETHUSDT,,,,,,,,,,2000.0,,expects ETH above 2k; warns against shorting blindly,,,ETH 2k+ Don't short blindly,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531185499815805058
790,2026-07-27T08:50:11Z,1785142211988,call,BTCUSDT,short,65200.0,65800.0,64500,66500.0,,,,,,DCA is optional,"short-term counter-trend scalp: entry 65.2k CMP or 65.3k limit, exit around 64.5k; stop is a 4h close above 66.2k or a hard SL at 66.5k; optional DCA if price runs to 65.8-66k",,,Short BTC Entry: 65.2k CMP or 65.3k limit SL: 4h above 66.2k or hard SL at 66.5k Just a short term scalp I'll exit around 64.5k DCA is optional but I'll add if we go 65.8-66k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531222161308778667
791,2026-07-27T09:36:25Z,1785144985306,update,BTCUSDT,short,,,,,,,,,,,BTC bouncing off the EMA 20 so the short is going against him and a DCA will likely be needed; he flags the setup as risky,EMA 20,,"BTC bouncing from EMA 20, we will need a DCA. Risky setup",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531233793447559199
792,2026-07-27T09:39:35Z,1785145175018,call,ZECUSDT,short,502.0,,,525.5,,,,,,Half risk is recommended on this,new short at CMP with no target given; recommends half risk,,,Short ZEC Entry: 502 CMP SL: 525.5 Half risk is recommended on this.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531234589157228675
793,2026-07-27T10:02:44Z,1785146564380,close,XRPUSDT,long,1.1069,,,,100.0,,,,1.1081,,closing for a very small profit because XRP is a slow mover and he needs room for the new trades; card shows 1.1069 to 1.1081,,,"Closing XRP in very small profits rn, slow mover and we have new trades",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531240416563826728
793,2026-07-27T10:02:44Z,1785146564380,plan,XRPUSDT,long,1.08,,,,,,,,,,will look to re-long XRP lower at 1.08,,,Will look to long @ 1.08,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531240416563826728
794,2026-07-27T10:22:01Z,1785147721346,entry,BTWUSDT,long,0.095,,,0.07,,,,,,shitcoin so investing very small amount,bought BTW in spot at 0.095 with a very small size because it is a shitcoin; a leveraged long is possible with a 0.07 SL but he frames it as a spot-focused setup,,,"Bought BTW @ 0.095 in spot, shitcoin so investing very small amount Can long with a 0.07 SL but this is spot focused setup.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531245269230813315
795,2026-07-27T15:43:56Z,1785167036170,tp_hit,BTCUSDT,short,,,,,100.0,,,,64500.0,,the scalp short's 64.5k target from the call was reached,,,BTC TP hit @ 64.5k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531326281474379960
795,2026-07-27T15:43:56Z,1785167036170,close,ZECUSDT,short,,,,,100.0,,,,483.0,,closed the ZEC short at the same time as the BTC short,,,ZEC also closed at 483,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531326281474379960
796,2026-07-27T15:44:22Z,1785167062954,update,ZECUSDT,short,501.92,,,,,75.0,,295.56,482.14,,"share card posted without text documenting the closed ZEC short (75x, 501.92 to 482.14); the card fill 482.14 is slightly better than the 483 he quoted",,,[IMAGE: ZECUSDT short 75x entry 501.92 close 482.14 ROI 295.56% (closed)],high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531326393814745300
797,2026-07-27T15:44:26Z,1785167066261,update,BTCUSDT,short,65213.3,,,,,150.0,,152.31,64551.1,,"share card posted without text documenting the closed BTC scalp short (150x, 65,213.3 to 64,551.1), closed simultaneously with ZEC",,,[IMAGE: BTCUSDT short 150x entry 65213.3 close 64551.1 ROI 152.31% (closed)],high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531326407685443824
798,2026-07-27T15:46:36Z,1785167196609,update,BTWUSDT,long,,,,,,,,,,,notes BTW moved about 30% while he was away; no action taken on his side,,,BTW also moved like 30% I was away hope you took something,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531326954404450474
799,2026-07-27T15:48:19Z,1785167299927,stopped_out,NEARUSDT,long,,,,1.775,100.0,,,,,,"NEAR stopped out after pumping from within 0.001 of the stop to within 0.01 of breakeven; stop taken as the 1.775 from the original call, not restated here. He offsets it against the ZEC and BTC wins",,,"Sorry about NEAR it stopped, pumped from 0.001 away from SL to 0.01 away from BE Giving us some proper blue balls but ZEC and BTC made up for it.",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1531327387751551067
800,2026-07-27T16:04:34Z,1785168274881,recap,,,,,,,,,11.9,,,,"calls it a month: 30 TPs, 4 SLs, +11.9R, 90% winrate, with an 11-trade win streak in the first half of the month",,,I think I'll call it a month here 30 TPs 4 SLs +11.9R Winrate 90% Had a 11 win streak the first half month,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531331477005144194
802,2026-07-27T16:08:58Z,1785168538799,education,,,,,,,,,,,,,"explains his R accounting: he takes no partials and only one TP, so R is easy to calculate honestly; traders who take partials inflate R. His average is a small 0.5-0.8R but the TP count means two wins cover one stop, and holding for one TP avoids round-tripping profits",,,Btw I'm very honest about my R Since I don't take partials and take only 1TP so calculating my real R is very easy! Yes my R is small 0.5-0.8R on avg but there are so many TPs that 2 trades cover 1SL easily.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531332583957204992
803,2026-07-27T16:23:53Z,1785169433561,plan,BTCUSDT,long,63500.0,,,,,,,,,War news so gotta be careful,waiting to long BTC on a bounce from the 63.5-64k zone (63.5-64.3k on a good bounce); entry field holds the lower bound of that zone. War news means caution,news,war news,"About BTC, expecting a bounce around 63.5-64k, I'll be looking to long around in this range 63.5-64.3k upon a good bounce War news so gotta be careful",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531336336861171893
804,2026-07-28T02:08:21Z,1785204501120,call,BTCUSDT,long,63100.0,,,61500.0,,,,,,30% saving for DCA,"takes the planned BTC long from the 63.5-64k bounce idea at 63.1k, keeping 30% of size back for a DCA (no DCA level given)",,,Long BTC Entry: 63.1k 30% saving for DCA SL: 61.5k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531483420864024722
805,2026-07-28T02:31:36Z,1785205896651,update,BTCUSDT,long,,,,,,,,,,,"notes a tighter stop at 61.7k would improve R, but he is keeping his 61.5k stop to play safe - so his stop is unchanged",,,Can use 61.7k to improve R a bit but I just wanna play safe here.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531489274145407057
806,2026-07-28T02:32:19Z,1785205939492,update,BTCUSDT,long,,,,,,,,,,,"clarifies the 63.1k BTC entry is a CMP (market) order, not a limit - he always writes limit when it is one - and price is still only about $50 away so followers can get in",,,"It's a CMP order, if it's a limit I always write limit, you can still get in just 50$ away",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531489453833719959
807,2026-07-28T08:38:05Z,1785227885987,tp_set,BTCUSDT,long,,,64200,,,,,,,,first target given for the 63.1k BTC long; symbol inferred from the open position,,,Targeting around 64.2k+,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1531581504105353357
808,2026-07-28T11:40:46Z,1785238846681,call,SOLUSDT,long,73.18,,,69.4,,,,,,either half risk or skip,openly a gamble trade because he is opening it right before FOMC with markets looking weak; he is in anyway,FOMC,"right before FOMC, markets looking weak","Long SOL Entry: 73.18 SL: 69.4 Now this is a pure gamble trade because I'm opening it right before FOMC and markets looking weak, either half risk or skip but I'm in",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1531627476588040224
809,2026-07-28T11:41:06Z,1785238866684,update,SOLUSDT,long,,,,,,,,,,,one-word follow-up clarifying the 73.18 SOL entry is at market (CMP),,,CMP,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1531627560486834288
810,2026-07-28T15:53:12Z,1785253992696,tp_set,BTCUSDT,long,,,64250|65000,,,,,,,,first TP at 64250; swingers can move the target to 65k. The FOMC pump he expected is happening. Symbol inferred from the open 63.1k BTC long,FOMC,pumping around FOMC as expected,"64250 the first place you can TP If you want to swing, you can move TP to 65k As expected we gonna pump around FOMC",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1531691003579334766
